trial_index,arm_name,trial_status,generation_node,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
4911,4911_0,ABANDONED,SOBOL,556,2,390,478,968
4912,4912_0,ABANDONED,SOBOL,636,3,231,722,1950
4913,4913_0,ABANDONED,SOBOL,1388,0,435,1293,650
4914,4914_0,ABANDONED,SOBOL,1650,4,28,264,96
4915,4915_0,ABANDONED,SOBOL,406,1,324,1689,1303
4916,4916_0,ABANDONED,SOBOL,244,4,444,1856,1181
4917,4917_0,ABANDONED,SOBOL,1998,2,147,160,482
4918,4918_0,ABANDONED,SOBOL,1229,2,299,1129,773
4919,4919_0,ABANDONED,SOBOL,982,1,95,825,1565
4920,4920_0,ABANDONED,SOBOL,940,4,179,438,349
4921,4921_0,ABANDONED,SOBOL,1192,2,477,1515,1048
4922,4922_0,ABANDONED,SOBOL,1954,3,64,546,1698
4923,4923_0,ABANDONED,SOBOL,210,0,266,1470,906
4924,4924_0,ABANDONED,SOBOL,424,3,404,1077,516
4925,4925_0,ABANDONED,SOBOL,1678,0,202,877,1816
4926,4926_0,ABANDONED,SOBOL,1409,4,355,1907,1437
4927,4927_0,ABANDONED,SOBOL,662,1,57,109,230
4928,4928_0,ABANDONED,SOBOL,523,2,337,849,1243
4929,4929_0,ABANDONED,SOBOL,1266,0,9,1167,419
4930,4930_0,ABANDONED,SOBOL,1504,3,422,137,836
4931,4931_0,ABANDONED,SOBOL,254,2,250,1816,1503
4932,4932_0,ABANDONED,SOBOL,98,4,113,1730,1886
4933,4933_0,ABANDONED,SOBOL,1847,1,284,286,711
4934,4934_0,ABANDONED,SOBOL,1116,3,131,1256,35
4935,4935_0,ABANDONED,SOBOL,860,0,459,698,1366
4936,4936_0,ABANDONED,SOBOL,780,3,20,1963,993
4937,4937_0,ABANDONED,SOBOL,1025,0,317,22,1669
4938,4938_0,ABANDONED,SOBOL,1763,4,224,1052,1084
4939,4939_0,ABANDONED,SOBOL,10,1,427,996,253
4940,4940_0,ABANDONED,SOBOL,358,3,306,582,139
4941,4941_0,ABANDONED,SOBOL,1604,1,104,1402,1463
4942,4942_0,ABANDONED,SOBOL,1374,2,452,433,1783
4943,4943_0,ABANDONED,SOBOL,619,0,155,1614,616
4944,4944_0,ABANDONED,SOBOL,699,4,498,1374,1598
4945,4945_0,ABANDONED,SOBOL,1450,1,169,673,798
4946,4946_0,ABANDONED,SOBOL,1711,3,262,1642,448
4947,4947_0,ABANDONED,SOBOL,469,0,90,343,1155
4948,4948_0,ABANDONED,SOBOL,180,2,210,236,1267
4949,4949_0,FAILED,SOBOL,1936,1,381,1811,69
4950,4950_0,ABANDONED,SOBOL,1167,4,33,781,686
4951,4951_0,ABANDONED,SOBOL,918,2,361,1203,1979
4952,4952_0,ABANDONED,SOBOL,929,4,53,663,1031
4953,4953_0,ABANDONED,SOBOL,1173,1,350,1353,364
4954,4954_0,ABANDONED,SOBOL,1910,3,190,321,890
4955,4955_0,ABANDONED,SOBOL,161,0,394,1632,1714
4956,4956_0,ABANDONED,SOBOL,442,3,281,1789,1832
4957,4957_0,ABANDONED,SOBOL,1690,1,78,226,501
4958,4958_0,FAILED,SOBOL,1460,4,477,1193,246
4959,4959_0,ABANDONED,SOBOL,704,2,181,760,1421
4960,4960_0,ABANDONED,SOBOL,596,3,464,4,434
4961,4961_0,ABANDONED,SOBOL,1349,0,136,1949,1227
4962,4962_0,ABANDONED,SOBOL,1611,4,295,982,1519
4963,4963_0,ABANDONED,SOBOL,366,1,123,1034,820
4964,4964_0,ABANDONED,SOBOL,18,3,235,1388,696
4965,4965_0,ABANDONED,SOBOL,1772,2,407,565,1903
4966,4966_0,ABANDONED,SOBOL,1003,2,8,1596,1351
4967,4967_0,RUNNING,SOBOL,756,0,336,419,51
4968,4968_0,ABANDONED,SOBOL,855,2,143,1184,1685
4969,4969_0,ABANDONED,SOBOL,1106,0,439,862,978
4970,4970_0,RUNNING,SOBOL,1867,3,100,1830,269
4971,4971_0,ABANDONED,SOBOL,125,1,304,154,1069
4972,4972_0,ABANDONED,SOBOL,274,4,434,300,1446
4973,4973_0,ABANDONED,SOBOL,1530,1,230,1747,154
4974,4974_0,ABANDONED,SOBOL,1261,3,325,715,600
4975,4975_0,ABANDONED,SOBOL,512,0,29,1269,1799
4976,4976_0,ABANDONED,SOBOL,686,4,374,1525,783
4977,4977_0,ABANDONED,SOBOL,1431,2,46,459,1615
4978,4978_0,ABANDONED,SOBOL,1669,2,385,1491,1139
4979,4979_0,ABANDONED,SOBOL,416,1,213,556,464
4980,4980_0,ABANDONED,SOBOL,202,3,83,898,84
4981,4981_0,ABANDONED,SOBOL,1947,0,255,1086,1251
4982,4982_0,ABANDONED,SOBOL,1217,4,160,119,1994
4983,4983_0,ABANDONED,SOBOL,963,1,488,1928,670
4984,4984_0,ABANDONED,SOBOL,991,3,287,1307,1383
4985,4985_0,ABANDONED,SOBOL,1236,0,116,740,216
4986,4986_0,ABANDONED,SOBOL,1974,4,456,1707,539
4987,4987_0,ABANDONED,SOBOL,222,1,128,277,1862
4988,4988_0,ABANDONED,SOBOL,380,4,15,177,1746
4989,4989_0,ABANDONED,SOBOL,1627,2,344,1870,915
4990,4990_0,ABANDONED,SOBOL,1396,3,243,838,332
4991,4991_0,ABANDONED,SOBOL,642,1,415,1146,1008
4992,4992_0,ABANDONED,SOBOL,535,4,199,1905,20
4993,4993_0,ABANDONED,SOBOL,1285,1,401,79,1313
4994,4994_0,ABANDONED,SOBOL,1547,3,60,1110,1932
4995,4995_0,ABANDONED,SOBOL,304,0,358,936,734
4996,4996_0,ABANDONED,SOBOL,79,2,470,518,845
4997,4997_0,ABANDONED,SOBOL,1835,0,172,1467,1551
4998,4998_0,ABANDONED,SOBOL,1066,3,273,500,1203
4999,4999_0,ABANDONED,SOBOL,817,2,70,1548,403
5000,5000_0,ABANDONED,SOBOL,792,4,377,782,1771
5001,5001_0,ABANDONED,SOBOL,1045,1,205,1234,564
5002,5002_0,ABANDONED,SOBOL,1806,2,366,202,183
5003,5003_0,ABANDONED,SOBOL,62,0,38,1752,1483
5004,5004_0,ABANDONED,SOBOL,337,3,168,1670,1095
5005,5005_0,ABANDONED,SOBOL,1592,0,496,345,303
5006,5006_0,ABANDONED,SOBOL,1322,4,91,1313,951
5007,5007_0,ABANDONED,SOBOL,576,1,262,640,1650
5008,5008_0,ABANDONED,SOBOL,750,2,109,381,635
5009,5009_0,ABANDONED,SOBOL,1492,1,311,1572,1966
5010,5010_0,ABANDONED,SOBOL,1730,4,150,605,1288
5011,5011_0,ABANDONED,SOBOL,480,2,447,1411,113
5012,5012_0,ABANDONED,SOBOL,138,4,318,1011,498
5013,5013_0,ABANDONED,SOBOL,1886,1,20,942,1165
5014,5014_0,ABANDONED,SOBOL,1156,3,426,1973,1580
5015,5015_0,ABANDONED,SOBOL,899,0,223,42,756
5016,5016_0,ABANDONED,SOBOL,891,3,328,1775,1709
5017,5017_0,ABANDONED,SOBOL,1148,2,31,210,877
5018,5018_0,ABANDONED,SOBOL,1878,2,431,1241,369
5019,5019_0,ABANDONED,SOBOL,130,0,227,806,1044
5020,5020_0,ABANDONED,SOBOL,472,3,99,648,1409
5021,5021_0,RUNNING,SOBOL,1723,0,303,1336,241
5022,5022_0,ABANDONED,SOBOL,1485,4,144,369,514
5023,5023_0,ABANDONED,SOBOL,742,1,440,1678,1837
5024,5024_0,ABANDONED,SOBOL,568,2,157,1434,823
5025,5025_0,ABANDONED,SOBOL,1315,0,485,613,1529
5026,5026_0,ABANDONED,SOBOL,1585,4,86,1580,1224
5027,5027_0,ABANDONED,SOBOL,330,2,258,405,423
5028,5028_0,ABANDONED,SOBOL,54,4,386,50,62
5029,5029_0,ABANDONED,SOBOL,1798,1,214,1997,1354
5030,5030_0,ABANDONED,SOBOL,1036,3,373,965,1892
5031,5031_0,ABANDONED,SOBOL,783,0,45,1019,693
5032,5032_0,ABANDONED,SOBOL,825,3,480,254,1074
5033,5033_0,ABANDONED,SOBOL,1073,0,184,1699,281
5034,5034_0,ABANDONED,SOBOL,1842,4,279,732,973
5035,5035_0,ABANDONED,SOBOL,87,1,75,1284,1672
5036,5036_0,ABANDONED,SOBOL,312,4,189,1139,1811
5037,5037_0,ABANDONED,SOBOL,1555,2,393,815,605
5038,5038_0,ABANDONED,SOBOL,1294,2,54,1847,141
5039,5039_0,ABANDONED,SOBOL,543,1,350,169,1441
5040,5040_0,ABANDONED,SOBOL,650,4,5,913,461
5041,5041_0,ABANDONED,SOBOL,1405,1,333,1103,1128
5042,5042_0,ABANDONED,SOBOL,1635,3,238,71,1618
5043,5043_0,ABANDONED,SOBOL,389,0,411,1882,794
5044,5044_0,ABANDONED,SOBOL,229,2,296,1540,660
5045,5045_0,ABANDONED,SOBOL,1981,0,124,476,1991
5046,5046_0,ABANDONED,SOBOL,1243,3,462,1443,1262
5047,5047_0,FAILED,SOBOL,998,1,135,510,86
5048,5048_0,ABANDONED,SOBOL,954,2,94,131,1873
5049,5049_0,ABANDONED,SOBOL,1209,0,265,1822,541
5050,5050_0,FAILED,SOBOL,1939,3,165,855,205
5051,5051_0,ABANDONED,SOBOL,193,2,493,1161,1380
5052,5052_0,ABANDONED,SOBOL,409,4,366,1261,1011
5053,5053_0,ABANDONED,SOBOL,1662,1,37,692,343
5054,5054_0,ABANDONED,SOBOL,1423,3,378,1724,912
5055,5055_0,ABANDONED,SOBOL,679,0,206,292,1736
5056,5056_0,ABANDONED,SOBOL,505,4,423,532,721
5057,5057_0,ABANDONED,SOBOL,1253,2,220,1483,1927
5058,5058_0,ABANDONED,SOBOL,1523,3,321,452,1325
5059,5059_0,ABANDONED,SOBOL,267,1,23,1501,25
5060,5060_0,ABANDONED,SOBOL,117,3,151,1920,398
5061,5061_0,ABANDONED,SOBOL,1859,0,449,96,1190
5062,5062_0,ABANDONED,SOBOL,1098,4,108,1063,1556
5063,5063_0,ABANDONED,SOBOL,847,1,310,891,857
5064,5064_0,ABANDONED,SOBOL,763,4,247,1656,1472
5065,5065_0,ABANDONED,SOBOL,1010,1,418,329,180
5066,5066_0,ABANDONED,SOBOL,1779,3,13,1361,575
5067,5067_0,ABANDONED,SOBOL,25,0,341,687,1774
5068,5068_0,ABANDONED,SOBOL,374,2,455,767,1647
5069,5069_0,ABANDONED,SOBOL,1619,1,127,1217,941
5070,5070_0,ABANDONED,SOBOL,1357,4,288,249,305
5071,5071_0,ABANDONED,SOBOL,605,2,116,1797,1106
5072,5072_0,ABANDONED,SOBOL,712,3,270,1057,125
5073,5073_0,ABANDONED,SOBOL,1468,0,68,990,1293
5074,5074_0,ABANDONED,SOBOL,1699,4,473,1957,1953
5075,5075_0,ABANDONED,SOBOL,450,1,176,28,630
5076,5076_0,ABANDONED,SOBOL,168,4,61,427,761
5077,5077_0,ABANDONED,SOBOL,1918,2,358,1620,1593
5078,5078_0,ABANDONED,SOBOL,1180,2,197,588,1161
5079,5079_0,ABANDONED,SOBOL,937,0,400,1396,485
5080,5080_0,ABANDONED,SOBOL,911,3,217,972,558
5081,5081_0,ABANDONED,SOBOL,1160,0,389,1044,1858
5082,5082_0,ABANDONED,SOBOL,1929,4,42,14,1396
5083,5083_0,ABANDONED,SOBOL,173,1,370,1939,189
5084,5084_0,ABANDONED,SOBOL,461,3,492,1606,327
5085,5085_0,ABANDONED,SOBOL,1703,2,164,409,1026
5086,5086_0,ABANDONED,SOBOL,1441,2,251,1378,1720
5087,5087_0,ABANDONED,SOBOL,691,0,79,575,927
5088,5088_0,ABANDONED,SOBOL,611,4,300,319,1913
5089,5089_0,ABANDONED,SOBOL,1365,1,97,1634,737
5090,5090_0,FAILED,SOBOL,1595,3,443,665,10
5091,5091_0,ABANDONED,SOBOL,349,0,147,1351,1341
5092,5092_0,ABANDONED,SOBOL,3,3,25,1195,1205
5093,5093_0,ABANDONED,SOBOL,1755,1,321,758,381
5094,5094_0,ABANDONED,SOBOL,1017,4,234,1787,873
5095,5095_0,ABANDONED,SOBOL,772,2,438,228,1540
5096,5096_0,ABANDONED,SOBOL,868,4,119,1493,164
5097,5097_0,ABANDONED,SOBOL,1125,2,291,554,1487
5098,5098_0,ABANDONED,SOBOL,1855,2,140,1523,1758
5099,5099_0,ABANDONED,SOBOL,106,1,468,461,591
5100,5100_0,ABANDONED,SOBOL,262,3,332,117,957
5101,5101_0,ABANDONED,SOBOL,1511,0,4,1930,1632
5102,5102_0,ABANDONED,SOBOL,1274,4,411,900,1122
5103,5103_0,ABANDONED,SOBOL,531,1,239,1084,290
5104,5104_0,ABANDONED,SOBOL,669,2,398,1839,1308
5105,5105_0,ABANDONED,SOBOL,1416,0,194,145,109
5106,5106_0,ABANDONED,SOBOL,1685,3,345,1174,645
5107,5107_0,ABANDONED,SOBOL,431,1,49,872,1937
5108,5108_0,ABANDONED,SOBOL,218,4,185,706,1578
5109,5109_0,ABANDONED,SOBOL,1962,1,481,1279,777
5110,5110_0,ABANDONED,SOBOL,1201,3,74,310,470
5111,5111_0,ABANDONED,SOBOL,948,0,278,1737,1176
5112,5112_0,ABANDONED,SOBOL,975,4,452,1124,893
5113,5113_0,ABANDONED,SOBOL,1221,1,154,923,1694
5114,5114_0,ABANDONED,SOBOL,1991,3,308,1892,1060
5115,5115_0,ABANDONED,SOBOL,236,0,105,92,354
5116,5116_0,ABANDONED,SOBOL,397,2,227,486,225
5117,5117_0,ABANDONED,SOBOL,1641,0,429,1561,1424
5118,5118_0,ABANDONED,SOBOL,1380,3,16,531,1821
5119,5119_0,ABANDONED,SOBOL,627,2,314,1453,529
5120,5120_0,ABANDONED,SOBOL,547,3,34,1713,1514
5121,5121_0,ABANDONED,SOBOL,1304,0,363,271,839
5122,5122_0,ABANDONED,SOBOL,1534,4,209,1301,408
5123,5123_0,ABANDONED,SOBOL,286,1,381,745,1240
5124,5124_0,ABANDONED,SOBOL,67,4,258,832,1369
5125,5125_0,FAILED,SOBOL,1817,2,87,1152,46
5126,5126_0,ABANDONED,SOBOL,1079,3,500,183,708
5127,5127_0,ABANDONED,SOBOL,836,0,171,1864,1876
5128,5128_0,ABANDONED,SOBOL,807,2,354,599,265
5129,5129_0,ABANDONED,SOBOL,1061,1,56,1417,1089
5130,5130_0,ABANDONED,SOBOL,1791,4,405,387,1656
5131,5131_0,ABANDONED,SOBOL,45,2,202,1566,988
5132,5132_0,ABANDONED,SOBOL,323,4,67,1979,621
5133,5133_0,ABANDONED,SOBOL,1575,1,269,36,1796
5134,5134_0,ABANDONED,SOBOL,1337,3,177,1005,1458
5135,5135_0,ABANDONED,SOBOL,592,0,474,948,126
5136,5136_0,ABANDONED,SOBOL,731,3,131,188,1144
5137,5137_0,ABANDONED,SOBOL,1480,1,460,1765,445
5138,5138_0,ABANDONED,SOBOL,1749,2,111,796,809
5139,5139_0,ABANDONED,SOBOL,493,0,283,1220,1601
5140,5140_0,ABANDONED,SOBOL,156,3,419,1326,1976
5141,5141_0,ABANDONED,SOBOL,1899,0,247,627,675
5142,5142_0,ABANDONED,SOBOL,1137,4,340,1656,72
5143,5143_0,ABANDONED,SOBOL,887,1,12,359,1278
5144,5144_0,ABANDONED,SOBOL,890,4,153,1460,1842
5145,5145_0,ABANDONED,SOBOL,1133,1,450,525,511
5146,5146_0,RUNNING,SOBOL,1902,3,106,1555,237
5147,5147_0,ABANDONED,SOBOL,152,0,308,492,1412
5148,5148_0,ABANDONED,SOBOL,497,2,428,87,1041
5149,5149_0,ABANDONED,SOBOL,1746,0,226,1897,374
5150,5150_0,ABANDONED,SOBOL,1484,3,315,928,880
5151,5151_0,ABANDONED,SOBOL,727,1,17,1119,1704
5152,5152_0,ABANDONED,SOBOL,589,3,364,1863,690
5153,5153_0,ABANDONED,SOBOL,1341,0,35,184,1897
5154,5154_0,ABANDONED,SOBOL,1572,4,380,1154,1357
5155,5155_0,ABANDONED,SOBOL,327,1,208,831,57
5156,5156_0,ABANDONED,SOBOL,41,4,88,748,428
5157,5157_0,ABANDONED,SOBOL,1795,2,259,1299,1221
5158,5158_0,ABANDONED,SOBOL,1057,2,171,269,1524
5159,5159_0,ABANDONED,SOBOL,810,1,499,1715,825
5160,5160_0,ABANDONED,SOBOL,831,3,55,950,1441
5161,5161_0,RUNNING,SOBOL,1082,0,353,1003,148
5162,5162_0,ABANDONED,SOBOL,1812,4,203,34,606
5163,5163_0,ABANDONED,SOBOL,70,2,406,1982,1804
5164,5164_0,ABANDONED,SOBOL,282,4,268,1565,1679
5165,5165_0,ABANDONED,SOBOL,1539,1,66,388,972
5166,5166_0,ABANDONED,SOBOL,1300,3,475,1418,275
5167,5167_0,ABANDONED,SOBOL,552,0,178,598,1075
5168,5168_0,ABANDONED,SOBOL,632,3,461,354,94
5169,5169_0,ABANDONED,SOBOL,1376,2,132,1662,1261
5170,5170_0,ABANDONED,SOBOL,1646,2,282,632,1984
5171,5171_0,ABANDONED,SOBOL,393,0,110,1321,660
5172,5172_0,ABANDONED,SOBOL,240,3,248,1226,793
5173,5173_0,ABANDONED,SOBOL,1986,0,420,790,1624
5174,5174_0,ABANDONED,SOBOL,1225,4,11,1759,1130
5175,5175_0,ABANDONED,SOBOL,970,1,339,195,454
5176,5176_0,ABANDONED,SOBOL,951,3,388,573,1741
5177,5177_0,ABANDONED,SOBOL,1197,0,216,1380,909
5178,5178_0,ABANDONED,SOBOL,1966,4,371,411,338
5179,5179_0,ABANDONED,SOBOL,214,1,43,1605,1013
5180,5180_0,ABANDONED,SOBOL,436,3,163,1942,1377
5181,5181_0,ABANDONED,SOBOL,1682,1,491,11,209
5182,5182_0,ABANDONED,SOBOL,1420,2,80,1041,544
5183,5183_0,ABANDONED,SOBOL,666,0,252,975,1868
5184,5184_0,ABANDONED,SOBOL,527,4,97,234,854
5185,5185_0,ABANDONED,SOBOL,1278,1,301,1781,1561
5186,5186_0,ABANDONED,SOBOL,1508,3,146,751,1193
5187,5187_0,ABANDONED,SOBOL,266,0,442,1202,392
5188,5188_0,ABANDONED,SOBOL,102,2,322,1345,30
5189,5189_0,ABANDONED,SOBOL,1858,1,26,670,1322
5190,5190_0,ABANDONED,SOBOL,1120,4,437,1640,1923
5191,5191_0,ABANDONED,SOBOL,871,2,233,314,724
5192,5192_0,ABANDONED,SOBOL,768,4,290,1079,1104
5193,5193_0,ABANDONED,SOBOL,1021,2,118,906,312
5194,5194_0,ABANDONED,SOBOL,1751,3,468,1935,942
5195,5195_0,ABANDONED,SOBOL,7,1,141,112,1641
5196,5196_0,ABANDONED,SOBOL,346,3,3,468,1781
5197,5197_0,ABANDONED,SOBOL,1600,0,331,1517,574
5198,5198_0,ABANDONED,SOBOL,1362,4,240,547,173
5199,5199_0,ABANDONED,SOBOL,615,1,413,1499,1473
5200,5200_0,ABANDONED,SOBOL,695,2,195,1740,492
5201,5201_0,ABANDONED,SOBOL,1438,0,399,307,1159
5202,5202_0,ABANDONED,SOBOL,1708,3,48,1277,1586
5203,5203_0,ABANDONED,SOBOL,457,2,344,708,762
5204,5204_0,ABANDONED,SOBOL,177,4,482,871,629
5205,5205_0,ABANDONED,SOBOL,1925,1,186,1176,1960
5206,5206_0,ABANDONED,SOBOL,1163,3,277,146,1293
5207,5207_0,ABANDONED,SOBOL,906,0,73,1838,118
5208,5208_0,ABANDONED,SOBOL,933,2,264,294,924
5209,5209_0,ABANDONED,SOBOL,1184,0,93,1722,1724
5210,5210_0,ABANDONED,SOBOL,1915,4,494,691,1029
5211,5211_0,ABANDONED,SOBOL,172,1,166,1263,322
5212,5212_0,ABANDONED,SOBOL,446,4,36,1158,195
5213,5213_0,ABANDONED,SOBOL,1702,1,365,857,1393
5214,5214_0,ABANDONED,SOBOL,1464,3,208,1824,1853
5215,5215_0,ABANDONED,SOBOL,715,0,379,129,560
5216,5216_0,ABANDONED,SOBOL,608,4,221,884,1545
5217,5217_0,ABANDONED,SOBOL,1353,2,423,1069,869
5218,5218_0,ABANDONED,SOBOL,1622,2,22,102,377
5219,5219_0,ABANDONED,SOBOL,370,1,319,1914,1208
5220,5220_0,ABANDONED,SOBOL,29,3,450,1507,1339
5221,5221_0,RUNNING,SOBOL,1776,0,152,446,15
5222,5222_0,ABANDONED,SOBOL,1014,4,310,1478,740
5223,5223_0,ABANDONED,SOBOL,760,1,107,537,1907
5224,5224_0,ABANDONED,SOBOL,851,4,417,1803,297
5225,5225_0,ABANDONED,SOBOL,1094,1,245,244,1121
5226,5226_0,ABANDONED,SOBOL,1864,3,342,1211,1625
5227,5227_0,ABANDONED,SOBOL,113,0,14,773,958
5228,5228_0,ABANDONED,SOBOL,270,3,126,680,589
5229,5229_0,ABANDONED,SOBOL,1518,1,454,1367,1764
5230,5230_0,ABANDONED,SOBOL,1257,4,117,335,1488
5231,5231_0,ABANDONED,SOBOL,500,2,289,1649,157
5232,5232_0,ABANDONED,SOBOL,674,3,69,1394,1176
5233,5233_0,ABANDONED,SOBOL,1427,0,271,591,477
5234,5234_0,ABANDONED,SOBOL,1657,4,175,1622,778
5235,5235_0,ABANDONED,SOBOL,413,1,472,424,1571
5236,5236_0,ABANDONED,SOBOL,189,3,360,29,1944
5237,5237_0,ABANDONED,SOBOL,1944,2,62,1956,644
5238,5238_0,FAILED,SOBOL,1206,2,399,988,102
5239,5239_0,ABANDONED,SOBOL,959,0,197,1059,1309
5240,5240_0,ABANDONED,SOBOL,995,3,30,1672,526
5241,5241_0,ABANDONED,SOBOL,1247,1,327,375,1826
5242,5242_0,ABANDONED,SOBOL,1978,2,228,1342,1427
5243,5243_0,ABANDONED,SOBOL,233,0,432,642,220
5244,5244_0,ABANDONED,SOBOL,384,3,302,811,358
5245,5245_0,ABANDONED,SOBOL,1639,0,99,1236,1057
5246,5246_0,ABANDONED,SOBOL,1401,4,441,204,1689
5247,5247_0,ABANDONED,SOBOL,654,1,145,1780,896
5248,5248_0,ABANDONED,SOBOL,546,2,486,1021,1881
5249,5249_0,ABANDONED,SOBOL,1289,1,158,964,706
5250,5250_0,ABANDONED,SOBOL,1558,4,257,1995,41
5251,5251_0,ABANDONED,SOBOL,308,2,84,51,1372
5252,5252_0,ABANDONED,SOBOL,91,4,215,402,1237
5253,5253_0,ABANDONED,SOBOL,1839,1,387,1583,413
5254,5254_0,ABANDONED,SOBOL,1078,3,44,615,842
5255,5255_0,ABANDONED,SOBOL,821,0,372,1432,1509
5256,5256_0,ABANDONED,SOBOL,788,3,183,167,133
5257,5257_0,ABANDONED,SOBOL,1033,0,479,1849,1456
5258,5258_0,ABANDONED,SOBOL,1802,4,76,817,1790
5259,5259_0,ABANDONED,SOBOL,50,1,280,1136,622
5260,5260_0,ABANDONED,SOBOL,334,4,392,1285,988
5261,5261_0,ABANDONED,SOBOL,1580,2,188,730,1663
5262,5262_0,ABANDONED,SOBOL,1319,2,351,1698,1090
5263,5263_0,ABANDONED,SOBOL,564,0,55,255,258
5264,5264_0,ABANDONED,SOBOL,738,4,334,515,1277
5265,5265_0,RUNNING,SOBOL,1488,1,6,1438,78
5266,5266_0,ABANDONED,SOBOL,1719,3,409,471,677
5267,5267_0,ABANDONED,SOBOL,476,0,237,1545,1969
5268,5268_0,ABANDONED,SOBOL,126,2,125,1876,1608
5269,5269_0,ABANDONED,SOBOL,1882,0,297,77,808
5270,5270_0,ABANDONED,SOBOL,1144,3,134,1109,438
5271,5271_0,ABANDONED,SOBOL,895,2,462,906,1145
5272,5272_0,ABANDONED,SOBOL,903,3,115,1144,317
5273,5273_0,ABANDONED,SOBOL,1151,0,286,841,1016
5274,5274_0,ABANDONED,SOBOL,1890,4,129,1872,1729
5275,5275_0,ABANDONED,SOBOL,133,1,457,175,937
5276,5276_0,ABANDONED,SOBOL,485,4,343,279,548
5277,5277_0,ABANDONED,SOBOL,1727,2,14,1705,1848
5278,5278_0,ABANDONED,SOBOL,1497,2,416,738,1406
5279,5279_0,ABANDONED,SOBOL,746,1,244,1308,199
5280,5280_0,ABANDONED,SOBOL,572,4,402,1553,1211
5281,5281_0,ABANDONED,SOBOL,1327,1,200,494,387
5282,5282_0,ABANDONED,SOBOL,1588,3,357,1462,866
5283,5283_0,ABANDONED,SOBOL,342,0,59,523,1534
5284,5284_0,ABANDONED,SOBOL,57,2,174,930,1918
5285,5285_0,ABANDONED,SOBOL,1810,0,471,1117,743
5286,5286_0,RUNNING,SOBOL,1040,4,69,85,4
5287,5287_0,ABANDONED,SOBOL,795,1,272,1899,1336
5288,5288_0,ABANDONED,SOBOL,813,3,204,634,962
5289,5289_0,ABANDONED,SOBOL,1069,2,376,1319,1638
5290,5290_0,ABANDONED,SOBOL,1831,2,39,352,1116
5291,5291_0,ABANDONED,SOBOL,83,0,367,1664,284
5292,5292_0,ABANDONED,SOBOL,301,3,496,1757,170
5293,5293_0,ABANDONED,SOBOL,1551,0,167,197,1493
5294,5294_0,ABANDONED,SOBOL,1282,4,264,1228,1752
5295,5295_0,ABANDONED,SOBOL,539,1,92,788,584
5296,5296_0,ABANDONED,SOBOL,646,3,312,43,1568
5297,5297_0,ABANDONED,SOBOL,1393,1,109,1972,767
5298,5298_0,ABANDONED,SOBOL,1631,4,446,940,480
5299,5299_0,ABANDONED,SOBOL,377,2,149,1013,1186
5300,5300_0,ABANDONED,SOBOL,225,4,21,1408,1298
5301,5301_0,RUNNING,SOBOL,1970,1,319,607,99
5302,5302_0,ABANDONED,SOBOL,1239,3,222,1575,655
5303,5303_0,ABANDONED,SOBOL,987,0,425,379,1947
5304,5304_0,ABANDONED,SOBOL,966,4,348,765,231
5305,5305_0,ABANDONED,SOBOL,1213,1,52,1188,1430
5306,5306_0,ABANDONED,SOBOL,1951,3,395,221,1815
5307,5307_0,ABANDONED,SOBOL,197,0,191,1795,523
5308,5308_0,ABANDONED,SOBOL,421,2,77,1626,899
5309,5309_0,ABANDONED,SOBOL,1665,1,281,327,1700
5310,5310_0,ABANDONED,SOBOL,1435,4,182,1359,1054
5311,5311_0,ABANDONED,SOBOL,682,2,478,657,348
5312,5312_0,ABANDONED,SOBOL,509,3,137,416,1359
5313,5313_0,ABANDONED,SOBOL,1265,0,465,1599,36
5314,5314_0,ABANDONED,SOBOL,1527,4,122,567,718
5315,5315_0,ABANDONED,SOBOL,278,1,294,1386,1886
5316,5316_0,ABANDONED,SOBOL,121,3,408,1035,1505
5317,5317_0,ABANDONED,SOBOL,1871,1,236,980,829
5318,5318_0,ABANDONED,SOBOL,1102,2,335,1948,418
5319,5319_0,ABANDONED,SOBOL,859,0,7,6,1250
5320,5320_0,ABANDONED,SOBOL,752,2,438,1271,611
5321,5321_0,ABANDONED,SOBOL,1006,0,142,714,1787
5322,5322_0,ABANDONED,SOBOL,1768,3,305,1746,1467
5323,5323_0,ABANDONED,SOBOL,21,2,101,301,136
5324,5324_0,ABANDONED,SOBOL,362,4,229,152,255
5325,5325_0,ABANDONED,SOBOL,1615,1,433,1832,1079
5326,5326_0,ABANDONED,SOBOL,1345,3,30,865,1666
5327,5327_0,ABANDONED,SOBOL,600,0,326,1182,998
5328,5328_0,ABANDONED,SOBOL,708,4,47,1922,1982
5329,5329_0,ABANDONED,SOBOL,1457,2,375,125,682
5330,5330_0,RUNNING,SOBOL,1695,3,212,1093,66
5331,5331_0,ABANDONED,SOBOL,439,1,384,892,1272
5332,5332_0,ABANDONED,SOBOL,164,3,256,561,1150
5333,5333_0,ABANDONED,SOBOL,1906,0,84,1486,451
5334,5334_0,ABANDONED,SOBOL,1176,4,487,454,803
5335,5335_0,ABANDONED,SOBOL,925,1,160,1530,1596
5336,5336_0,ABANDONED,SOBOL,915,4,476,104,1415
5337,5337_0,ABANDONED,SOBOL,1172,2,178,1912,247
5338,5338_0,ABANDONED,SOBOL,1933,2,267,882,508
5339,5339_0,ABANDONED,SOBOL,185,1,65,1071,1831
5340,5340_0,ABANDONED,SOBOL,464,3,201,1476,1715
