start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745448397,1745449037,640,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2279 feature_id 3 batch_size 2713 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,2279,3,2713,str\(\'H\'\),1,str\(\'tstat\'\),0.999,1,0.1,625.0,0,,i7178,4660702,625.0,655.9609375,565.6646634615385,-1.0,0.9985206080071134
1745448774,1745449551,777,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 184 feature_id 3 batch_size 378 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 27,184,3,378,str\(\'H\'\),2,str\(\'stdev\'\),0.001,27,0.09,763.0,0,,i7176,4661007,763.0,531.078125,500.353985363924,-1.0,0.2570219266544413
1745449233,1745449956,723,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3762 feature_id 3 batch_size 3138 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 3,3762,3,3138,str\(\'H\'\),1,str\(\'stdev\'\),0.001,3,0.09,710.0,0,,i7185,4661330,710.0,659.23046875,562.1864297945206,-1.0,0.918792606917747
1745447679,1745450120,2441,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 278 feature_id 3 batch_size 721 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 76,278,3,721,str\(\'H\'\),2,str\(\'stdev\'\),0.001,76,0.09,2430.0,0,,i7178,4660113,2430.0,524.7421875,495.3858577806122,-1.0,0.2610524920382919
1745449912,1745450500,588,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3097 feature_id 3 batch_size 3912 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 1,3097,3,3912,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,1,0.09,577.0,0,,i7175,4661805,577.0,653.5234375,563.2014973958334,-1.0,0.9974704696494684
1745450442,1745451065,623,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 828 feature_id 3 batch_size 2626 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 1,828,3,2626,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,1,0.1,606.0,0,,i7175,4662149,606.0,669.3359375,568.3031374007936,-1.0,0.998440799295519
1745451032,1745451821,789,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1748 feature_id 3 batch_size 665 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 40,1748,3,665,str\(\'H\'\),2,str\(\'stdev\'\),0.001,40,0.08,774.0,0,,i7183,4662519,774.0,534.1796875,503.082568359375,-1.0,0.2635648883151479
1745451532,1745452526,994,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3016 feature_id 3 batch_size 703 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 40,3016,3,703,str\(\'KL\'\),2,str\(\'stdev\'\),0.001,40,0.09,979.0,0,,i7186,4662842,979.0,531.36328125,500.3590234375,-1.0,0.2494635456801167
1745452133,1745452761,628,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3416 feature_id 3 batch_size 1017 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 79,3416,3,1017,str\(\'H\'\),3,str\(\'stdev\'\),0.001,79,0.08,614.0,0,,i7185,4663227,614.0,534.41015625,503.5455322265625,-1.0,0.243053598538734
1745452931,1745453575,644,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3919 feature_id 3 batch_size 609 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 30,3919,3,609,str\(\'KL\'\),3,str\(\'stdev\'\),0.001,30,0.08,632.0,0,,i7185,4663776,632.0,527.74609375,498.97259706439394,-1.0,0.2523537933711876
1745453412,1745454035,623,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4626 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 38,4626,3,5000,str\(\'H\'\),1,str\(\'stdev\'\),0.001,38,0.09,607.0,0,,i7183,4664091,607.0,567.80078125,519.6993427579365,-1.0,0.400396698895258
1745453801,1745454438,637,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 242 feature_id 3 batch_size 907 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 5,242,3,907,str\(\'H\'\),2,str\(\'stdev\'\),0.001,5,0.08,620.0,0,,i7186,4664364,620.0,555.9140625,506.99462890625,-1.0,0.330442334147803
1745454552,1745455175,623,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 3220 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.001 subsets 1,5000,3,3220,str\(\'H\'\),2,str\(\'tstat\'\),0.001,1,0.09,610.0,0,,i7182,4664917,610.0,568.12890625,524.2466517857143,-1.0,0.4985478872559916
1745455172,1745455803,631,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 415 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 1,1,3,415,str\(\'KL\'\),1,str\(\'stdev\'\),0.999,1,0.1,616.0,0,,i7180,4665348,616.0,656.32421875,565.9514770507812,-1.0,0.9990792689882736
1745455692,1745456304,612,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 47 feature_id 3 batch_size 1591 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 47,47,3,1591,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,47,0.08,600.0,0,,i7180,4665724,600.0,537.16015625,502.5916078629032,-1.0,0.1728877632503878
1745456442,1745457116,674,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 730 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 35,5000,3,730,str\(\'H\'\),1,str\(\'tstat\'\),0.001,35,0.08,660.0,0,,i7178,4666274,660.0,519.90234375,494.1854319852941,-1.0,0.1685271414999438
1745457113,1745457864,751,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 4947 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 47,5000,3,4947,str\(\'H\'\),1,str\(\'tstat\'\),0.001,47,0.07,736.0,0,,i7185,4666784,736.0,546.2890625,510.8316714638158,-1.0,0.2020819703102574
1745457552,1745458170,618,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 5000 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,1,3,5000,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,1,0.09,607.0,0,,i7176,4667092,607.0,662.27734375,568.9633556547619,-1.0,0.997834794163413
1745458063,1745458646,583,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4212 feature_id 3 batch_size 4253 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 1,4212,3,4253,str\(\'H\'\),1,str\(\'tstat\'\),0.001,1,0.09,572.0,0,,i7174,4667445,572.0,659.12109375,564.5201171875,-1.0,0.998201373160736
1745459272,1745459817,545,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 464 feature_id 3 batch_size 676 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 49,464,3,676,str\(\'H\'\),3,str\(\'stdev\'\),0.001,49,0.08,535.0,0,,i7183,4668190,535.0,532.61328125,502.9690290178572,-1.0,0.2599996483005929
1745459753,1745460354,601,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2461 feature_id 3 batch_size 2394 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 1,2461,3,2394,str\(\'H\'\),2,str\(\'stdev\'\),0.001,1,0.09,586.0,0,,i7186,4668485,586.0,572.078125,521.9384605532787,-1.0,0.4988824525893418
1745460139,1745461267,1128,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 16 feature_id 3 batch_size 813 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 38,16,3,813,str\(\'H\'\),1,str\(\'stdev\'\),0.001,38,0.09,1112.0,0,,i7186,4668713,1112.0,562.7734375,514.1501850328947,-1.0,0.3819753152105935
1745460704,1745461541,837,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2350 feature_id 3 batch_size 815 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 1,2350,3,815,str\(\'H\'\),2,str\(\'stdev\'\),0.999,1,0.09,823.0,0,,i7186,4669057,823.0,567.1953125,523.8246323529412,-1.0,0.4996074944438257
1745461215,1745462092,877,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4663 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 6,4663,3,5000,str\(\'H\'\),1,str\(\'tstat\'\),0.999,6,0.09,858.0,0,,i7186,4669399,858.0,615.28125,524.2444957386364,-1.0,0.5785008857865194
1745461614,1745462244,630,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5 feature_id 3 batch_size 2150 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 8,5,3,2150,str\(\'KL\'\),1,str\(\'stdev\'\),0.999,8,0.08,617.0,0,,i7186,4669678,617.0,533.15234375,502.20904541015625,-1.0,0.2549595252599081
1745462134,1745462778,644,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 1036 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 1,1,3,1036,str\(\'H\'\),1,str\(\'stdev\'\),0.999,1,0.1,632.0,0,,i7183,4670060,632.0,662.15625,565.303740530303,-1.0,0.9987546233817882
1745462714,1745463446,732,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 1715 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 41,1,3,1715,str\(\'H\'\),1,str\(\'stdev\'\),0.001,41,0.08,722.0,0,,i7182,4670479,722.0,564.4375,515.4420833333334,-1.0,0.3756898155516969
1745463254,1745464015,761,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 1134 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 45,5000,3,1134,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,45,0.09,745.0,0,,i7182,4670824,745.0,554.828125,510.4925426136364,-1.0,0.3774731119039878
1745463754,1745464361,607,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2733 feature_id 3 batch_size 487 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 5,2733,3,487,str\(\'H\'\),1,str\(\'tstat\'\),0.999,5,0.09,596.0,0,,i7180,4671192,596.0,557.03125,512.8428679435484,-1.0,0.4101649244770613
1745464365,1745465007,642,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4995 feature_id 3 batch_size 1500 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 4,4995,3,1500,str\(\'H\'\),2,str\(\'stdev\'\),0.001,4,0.09,629.0,0,,i7180,4671615,629.0,569.59765625,516.7069110576923,-1.0,0.4245196710438213
1745464964,1745465738,774,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2343 feature_id 3 batch_size 884 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 47,2343,3,884,str\(\'KL\'\),2,str\(\'stdev\'\),0.001,47,0.09,762.0,0,,i7178,4672045,762.0,531.14453125,499.723397943038,-1.0,0.2495190059712246
1745465504,1745466042,538,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4187 feature_id 3 batch_size 3229 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 1,4187,3,3229,str\(\'KL\'\),2,str\(\'stdev\'\),0.001,1,0.09,525.0,0,,i7175,4672429,525.0,568.25390625,520.8389204545455,-1.0,0.498487917998127
1745466014,1745466608,594,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2814 feature_id 3 batch_size 4100 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.001 subsets 1,2814,3,4100,str\(\'H\'\),2,str\(\'stdev\'\),0.001,1,0.08,578.0,0,,i7176,4672795,578.0,560.43359375,517.1977213541667,-1.0,0.4982412775165332
1745466555,1745467111,556,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 2300 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 5,1,3,2300,str\(\'H\'\),1,str\(\'stdev\'\),0.001,5,0.09,543.0,0,,i7175,4673149,543.0,571.4375,525.9060444078947,-1.0,0.5425193310677279
1745467035,1745467685,650,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1996 feature_id 3 batch_size 2996 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 1,1996,3,2996,str\(\'KL\'\),1,str\(\'tstat\'\),0.001,1,0.1,639.0,0,,i7175,4673447,639.0,658.03515625,567.3354640151515,-1.0,0.9987546233817882
1745467495,1745468073,578,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1603 feature_id 3 batch_size 4734 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 30,1603,3,4734,str\(\'H\'\),1,str\(\'stdev\'\),0.001,30,0.09,563.0,0,,i7175,4673739,563.0,563.10546875,515.4125397245763,-1.0,0.385451277683365
1745468055,1745468683,628,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4965 feature_id 3 batch_size 558 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 6,4965,3,558,str\(\'H\'\),1,str\(\'stdev\'\),0.001,6,0.09,612.0,0,,i7186,4674052,612.0,562.578125,514.423828125,-1.0,0.3858083878504988
1745469106,1745469120,14,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 1 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,5000,3,1,str\(\'H\'\),1,str\(\'stdev\'\),0.001,1,,,1,,i7186,4674666,,,,,
1745468616,1745469277,661,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3742 feature_id 3 batch_size 1308 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 7,3742,3,1308,str\(\'H\'\),1,str\(\'stdev\'\),0.999,7,0.08,645.0,0,,i7185,4674390,645.0,531.25,498.5126515858209,-1.0,0.2276523207877345
1745469836,1745470542,706,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 4753 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 44,1,3,4753,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,44,0.09,694.0,0,,i7185,4675147,694.0,556.59765625,511.2263997395833,-1.0,0.3698570161551769
1745470276,1745471103,827,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3811 feature_id 3 batch_size 2359 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.001 subsets 6,3811,3,2359,str\(\'H\'\),1,str\(\'tstat\'\),0.001,6,0.08,807.0,0,,i7186,4675455,807.0,552.92578125,506.5566170933735,-1.0,0.3052719290216489
1745470696,1745471379,683,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1379 feature_id 3 batch_size 5000 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 35,1379,3,5000,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,35,0.09,668.0,0,,i7185,4675716,668.0,556.3515625,511.723731884058,-1.0,0.3913787653817764
1745471276,1745471812,536,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 388 feature_id 3 batch_size 798 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 55,388,3,798,str\(\'KL\'\),3,str\(\'stdev\'\),0.001,55,0.08,522.0,0,,i7182,4676078,522.0,531.71875,501.60085227272725,-1.0,0.254389591861856
1745471836,1745472457,621,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1466 feature_id 3 batch_size 4863 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.6450936332340164 subsets 1,1466,3,4863,str\(\'KL\'\),2,str\(\'tstat\'\),0.6450936332340164,1,0.09,607.0,0,,i7183,4676432,607.0,567.71875,519.6308903769841,-1.0,0.4990366592524223
1745472397,1745473040,643,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 19 feature_id 3 batch_size 2718 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 3,19,3,2718,str\(\'H\'\),1,str\(\'tstat\'\),0.999,3,0.1,630.0,0,,i7182,4676774,630.0,649.9453125,560.2962740384615,-1.0,0.9231536795648668
