trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,subset_bound,approximation_type
678,,,,,,,,,,,,,,,678_0,RUNNING,SOBOL,,,3030,2048,2122,0.943973589040339011724256579328,0.521322708640247545197610179457,5.709623761207796910355227737455,str\(\'ks-test\'\),13,str\(\'bounded\'\)
679,,,,,,,,,,,,,,,679_0,RUNNING,SOBOL,,,1377,2952,2524,0.337794438799843166343350731040,0.246778129214420910431115885331,1.903517395392060329584182909457,str\(\'t-test\'\),46,str\(\'bounded\'\)
680,,,,,,,,,,,,,,,680_0,RUNNING,SOBOL,,,1608,260,2304,0.031737457361072300698889847581,0.732855285491794350427596782538,0.277130929311737439491025725147,str\(\'ks-test\'\),32,str\(\'bounded\'\)
681,,,,,,,,,,,,,,,681_0,RUNNING,SOBOL,,,2797,4740,2974,0.626281942361965771048915030406,0.007964126305654645882059483597,6.465735935295932712563171662623,str\(\'t-test\'\),3,str\(\'bounded\'\)
682,,,,,,,,,,,,,,,682_0,RUNNING,SOBOL,,,4623,1480,1107,0.251784413240849991311165467778,0.350049500882625597153463559152,7.643280295803211998872939147986,str\(\'ks-test\'\),17,str\(\'bounded\'\)
683,,,,,,,,,,,,,,,683_0,RUNNING,SOBOL,,,973,3520,4161,0.904747663205489494053779253591,0.889760597726330204615408092650,3.798709199877456033078715336160,str\(\'t-test\'\),49,str\(\'bounded\'\)
684,,,,,,,,,,,,,,,684_0,RUNNING,SOBOL,,,520,2327,3503,0.806162692634388777790377389465,0.780552410434931509541911509586,1.488660852872766504617629834684,str\(\'ks-test\'\),20,str\(\'bounded\'\)
685,,,,,,,,,,,,,,,685_0,RUNNING,SOBOL,,,3906,2672,1856,0.410549609184265140715552888651,0.490323246749117980236576386233,5.176998300157488408501649246318,str\(\'t-test\'\),40,str\(\'bounded\'\)
686,,,,,,,,,,,,,,,686_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.000000000000000000000000000000,3212,971,4963,0.536042057128623072870254873123,0.148241911605000498131090580500,8.854810349736363050965337606613,str\(\'ks-test\'\),29,str\(\'bounded\'\)
687,,,,,,,,,,,,,,,687_0,RUNNING,SOBOL,,,2365,4029,386,0.183132177341729401875980443037,0.623643527215346660241834797489,2.509971434366889297962188720703,str\(\'t-test\'\),12,str\(\'bounded\'\)
688,,,,,,,,,,,,,,,688_0,COMPLETED,SOBOL,4.000000000000000000000000000000,0.000000000000000000000000000000,2339,1156,2851,0.993592999773100005178605442779,0.312533249666914370035186720997,5.597167115529068759371966734761,str\(\'t-test\'\),32,str\(\'bounded\'\)
689,,,,,,,,,,,,,,,689_0,RUNNING,SOBOL,,,3337,3844,2430,0.348357145819813029952172200865,0.958464378684759088500300094893,1.791120124902576105085927338223,str\(\'ks-test\'\),11,str\(\'bounded\'\)
690,,,,,,,,,,,,,,,690_0,RUNNING,SOBOL,,,3933,2454,4311,0.722862285358831235804188963812,0.678754450248554297431269333174,2.969160644456744435615291877184,str\(\'t-test\'\),22,str\(\'bounded\'\)
691,,,,,,,,,,,,,,,691_0,RUNNING,SOBOL,,,395,2546,959,0.120575176075100903849701694526,0.093252431806176899753424436312,9.118172940731980702366854529828,str\(\'ks-test\'\),39,str\(\'bounded\'\)
692,,,,,,,,,,,,,,,692_0,RUNNING,SOBOL,,,1239,1275,1705,0.219167768217623237791968904276,0.202322716986760492430263980168,6.807247282469646165736776310951,str\(\'t-test\'\),19,str\(\'bounded\'\)
693,,,,,,,,,,,,,,,693_0,RUNNING,SOBOL,,,4415,3725,3651,0.564089467843994496476511812943,0.538375192090868925909319386847,0.502001374802552247089693082671,str\(\'ks-test\'\),48,str\(\'bounded\'\)
694,,,,,,,,,,,,,,,694_0,RUNNING,SOBOL,,,2531,153,509,0.438604637753218395967991227735,0.818081081094220285976348350232,4.179240979018621793272814102238,str\(\'t-test\'\),34,str\(\'bounded\'\)
695,,,,,,,,,,,,,,,695_0,RUNNING,SOBOL,,,1815,4847,4837,0.842190673092380159836523034755,0.421607105832546957824291666839,7.829054023010656671033302700380,str\(\'ks-test\'\),2,str\(\'bounded\'\)
696,,,,,,,,,,,,,,,696_0,RUNNING,SOBOL,,,1424,1920,69,0.524375291131436771507878802367,0.934024868378415695779892757855,9.992571694485842925814722548239,str\(\'t-test\'\),16,str\(\'bounded\'\)
697,,,,,,,,,,,,,,,697_0,RUNNING,SOBOL,,,2925,3079,4665,0.132667577093467103921398120292,0.332959972877055421225378495365,3.647640177660621763067183564999,str\(\'ks-test\'\),45,str\(\'bounded\'\)
698,,,,,,,,,,,,,,,698_0,RUNNING,SOBOL,,,4810,719,1528,0.757152409043163054924718835537,0.053242218388244513804785640332,2.323756239217706021094045354403,str\(\'t-test\'\),37,str\(\'bounded\'\)
699,,,,,,,,,,,,,,,699_0,RUNNING,SOBOL,,,847,4281,3195,0.400352391833439458235233132655,0.714737176232039916889959840773,6.012001085046679627055254968582,str\(\'ks-test\'\),4,str\(\'bounded\'\)
700,,,,,,,,,,,,,,,700_0,RUNNING,SOBOL,,,1,472,3863,0.309619491310790195814917069583,0.574445129299536394462677435513,8.702526706333271633297954394948,str\(\'t-test\'\),29,str\(\'bounded\'\)
701,,,,,,,,,,,,,,,701_0,RUNNING,SOBOL,,,4324,4528,790,0.908069342005997870437283836509,0.162468238297849898454927597413,4.858048211863264853604960080702,str\(\'ks-test\'\),8,str\(\'bounded\'\)
702,,,,,,,,,,,,,,,702_0,RUNNING,SOBOL,,,3729,1850,2667,0.034564200608059765518209616175,0.442182421801611769129891627017,1.033711381437256937587676475232,str\(\'t-test\'\),25,str\(\'bounded\'\)
703,,,,,,,,,,,,,,,703_0,RUNNING,SOBOL,,,1944,3150,1977,0.683637309432029716127487972699,0.793736860878765604354612150928,7.222408988877200286538027285133,str\(\'ks-test\'\),42,str\(\'bounded\'\)
704,,,,,,,,,,,,,,,704_0,RUNNING,SOBOL,,,1913,2107,2598,0.140776450414210552164462342262,0.633422716245055195116719914949,8.101560570083558232568066159729,str\(\'ks-test\'\),39,str\(\'bounded\'\)
705,,,,,,,,,,,,,,,705_0,RUNNING,SOBOL,,,3683,2895,2057,0.516999772848561356397567578824,0.095692188834771513272769993819,4.296142699443735502029539929936,str\(\'t-test\'\),22,str\(\'bounded\'\)
706,,,,,,,,,,,,,,,706_0,RUNNING,SOBOL,,,4357,887,3940,0.392497281521558771810731514051,0.250657593648880627767994155874,0.464442079079337433178409355605,str\(\'ks-test\'\),11,str\(\'bounded\'\)
707,,,,,,,,,,,,,,,707_0,RUNNING,SOBOL,,,48,4116,705,0.764766227839514645125973402173,0.977466624619439228283113152429,6.614083383593708731496008113027,str\(\'t-test\'\),31,str\(\'bounded\'\)
708,,,,,,,,,,,,,,,708_0,RUNNING,SOBOL,,,805,347,1295,0.915917288040742239019209591788,0.868225240737199754903485882096,9.311966462458483917430385190528,str\(\'ks-test\'\),2,str\(\'bounded\'\)
709,,,,,,,,,,,,,,,709_0,RUNNING,SOBOL,,,4773,4655,3436,0.302013751380145523128817330871,0.390964766612276415358451231441,3.006090317329392025413881128770,str\(\'t-test\'\),35,str\(\'bounded\'\)
710,,,,,,,,,,,,,,,710_0,RUNNING,SOBOL,,,2966,1704,294,0.675521323883905955298700973799,0.235995318647474056072965709063,1.674848101826384549895010422915,str\(\'ks-test\'\),49,str\(\'bounded\'\)
711,,,,,,,,,,,,,,,711_0,RUNNING,SOBOL,,,1459,3298,4428,0.041947820063680411883932919181,0.524184907065704419615315146075,5.324030871107243712003764812835,str\(\'t-test\'\),19,str\(\'bounded\'\)
712,,,,,,,,,,,,,,,712_0,RUNNING,SOBOL,,,1846,991,439,0.355864046981558213023077996695,0.010826806191354988728736685744,7.497314122249372658757238241378,str\(\'ks-test\'\),5,str\(\'bounded\'\)
713,,,,,,,,,,,,,,,713_0,RUNNING,SOBOL,,,2576,4011,4920,0.985356580384075586565018056717,0.722072008335962856051537528401,1.153011017676442762081023829523,str\(\'t-test\'\),38,str\(\'bounded\'\)
714,,,,,,,,,,,,,,,714_0,RUNNING,SOBOL,,,4383,2271,1782,0.112849013457074764943399713957,0.877030479378998251149823772721,4.818081390038133626774197182385,str\(\'ks-test\'\),46,str\(\'bounded\'\)
715,,,,,,,,,,,,,,,715_0,RUNNING,SOBOL,,,1192,2732,3567,0.730833516817539941001768966089,0.354862829027697446182543217219,8.506954759866930615430646867026,str\(\'t-test\'\),16,str\(\'bounded\'\)
716,,,,,,,,,,,,,,,716_0,COMPLETED,SOBOL,3.000000000000000000000000000000,0.000000000000000000000000000000,437,1423,4078,0.571822764996439247831006014167,0.495257447440177189790233569511,6.208202132875100254238986963173,str\(\'ks-test\'\),42,str\(\'bounded\'\)
717,,,,,,,,,,,,,,,717_0,RUNNING,SOBOL,,,3970,3579,1200,0.211188428150489937440426047033,0.767945071885362318120371583063,2.363093959680758526786803486175,str\(\'t-test\'\),25,str\(\'bounded\'\)
718,,,,,,,,,,,,,,,718_0,RUNNING,SOBOL,,,3296,280,3078,0.834690913900733022501299274154,0.612983026139438114121560374770,3.528969568285159841281029002857,str\(\'ks-test\'\),8,str\(\'bounded\'\)
719,,,,,,,,,,,,,,,719_0,RUNNING,SOBOL,,,2302,4722,2191,0.446832985712215302598337984818,0.151225467754527914676643263192,9.717037534249946872932923724875,str\(\'t-test\'\),28,str\(\'bounded\'\)
720,,,,,,,,,,,,,,,720_0,RUNNING,SOBOL,,,2413,95,4735,0.634380230993032423469912828295,0.963278182713314889973332810769,2.177850083401426495299801899819,str\(\'t-test\'\),9,str\(\'bounded\'\)
721,,,,,,,,,,,,,,,721_0,RUNNING,SOBOL,,,3245,4908,621,0.024368679521605374205250882369,0.299802655436098575147951805775,5.827130967016332263597178098280,str\(\'ks-test\'\),26,str\(\'bounded\'\)
722,,,,,,,,,,,,,,,722_0,RUNNING,SOBOL,,,3860,1296,3734,0.896883864302188138495353086910,0.082469630533829330065742624356,9.492696902438066075546885258518,str\(\'t-test\'\),43,str\(\'bounded\'\)
723,,,,,,,,,,,,,,,723_0,RUNNING,SOBOL,,,488,3706,1612,0.259403150739148269376954658583,0.681616654250770781509061180259,3.186918871643021677897422705428,str\(\'ks-test\'\),23,str\(\'bounded\'\)
724,,,,,,,,,,,,,,,724_0,RUNNING,SOBOL,,,1009,2476,1033,0.418421524131670607982158571758,0.541358272356912473277645858616,0.889119842224754486359472593904,str\(\'t-test\'\),46,str\(\'bounded\'\)
725,,,,,,,,,,,,,,,725_0,RUNNING,SOBOL,,,4664,2527,4248,0.798536828037351376075037023838,0.191662691794335843242791384000,7.038663032405079178488449542783,str\(\'ks-test\'\),13,str\(\'bounded\'\)
726,,,,,,,,,,,,,,,726_0,RUNNING,SOBOL,,,2760,1098,2375,0.175041952705010772639582228294,0.408999291399493813958798682506,8.203966791633517274817677389365,str\(\'t-test\'\),5,str\(\'bounded\'\)
727,,,,,,,,,,,,,,,727_0,RUNNING,SOBOL,,,1566,3904,2896,0.543403685562312555035191508068,0.823015757668763447973958591319,4.398450806659647049912109650904,str\(\'ks-test\'\),35,str\(\'bounded\'\)
728,,,,,,,,,,,,,,,728_0,RUNNING,SOBOL,,,1330,1831,1893,0.853358870277181269514699124557,0.337894167991355076630100029433,2.781829845747910479047959597665,str\(\'t-test\'\),49,str\(\'bounded\'\)
729,,,,,,,,,,,,,,,729_0,RUNNING,SOBOL,,,2998,3171,2760,0.488834451775997880229596148638,0.921417520534247191932308851392,8.969842757428065027625052607618,str\(\'ks-test\'\),16,str\(\'bounded\'\)
730,,,,,,,,,,,,,,,730_0,COMPLETED,SOBOL,7.000000000000000000000000000000,0.000000000000000000000000000000,4902,532,892,0.613329325249418633170250814146,0.704076669579371761109598537587,5.138867155058310487447670311667,str\(\'t-test\'\),2,str\(\'bounded\'\)
731,,,,,,,,,,,,,,,731_0,RUNNING,SOBOL,,,773,4470,3751,0.229376703269779685934182111851,0.056225765243172645679869958713,1.293703927579335832831475272542,str\(\'ks-test\'\),32,str\(\'bounded\'\)
732,,,,,,,,,,,,,,,732_0,RUNNING,SOBOL,,,250,779,3250,0.078218021497130391095353729725,0.165330912606790669805434390582,3.993074570979922910396453517023,str\(\'t-test\'\),12,str\(\'bounded\'\)
733,,,,,,,,,,,,,,,733_0,RUNNING,SOBOL,,,4096,4223,1484,0.703820476962253471775454727322,0.563661842849105587660574201436,7.682002995093354158484544313978,str\(\'ks-test\'\),29,str\(\'bounded\'\)
734,,,,,,,,,,,,,,,734_0,RUNNING,SOBOL,,,3481,1902,4593,0.330305294040590502469001421559,0.781006736954674152251243413048,6.350112047911622425999667029828,str\(\'t-test\'\),40,str\(\'bounded\'\)
735,,,,,,,,,,,,,,,735_0,RUNNING,SOBOL,,,2174,3101,131,0.952195107327774126204644744575,0.446995740652084361244078536402,0.005863997623324394836696882294,str\(\'ks-test\'\),20,str\(\'bounded\'\)
736,,,,,,,,,,,,,,,736_0,RUNNING,SOBOL,,,2053,797,1834,0.551846721105277548957701583277,0.511048779243603368271919862309,1.465736163078807274828818663082,str\(\'t-test\'\),17,str\(\'bounded\'\)
737,,,,,,,,,,,,,,,737_0,RUNNING,SOBOL,,,3525,4203,3447,0.167814858948811901351305664321,0.221842748317867516361090451937,5.276668215738610001608321908861,str\(\'ks-test\'\),50,str\(\'bounded\'\)
738,,,,,,,,,,,,,,,738_0,RUNNING,SOBOL,,,4219,2154,325,0.792299571927636891999213730742,0.378757370023056871843891713070,8.797862000292166584358710679226,str\(\'t-test\'\),33,str\(\'bounded\'\)
739,,,,,,,,,,,,,,,739_0,RUNNING,SOBOL,,,208,2846,4946,0.427823940778151168284892946758,0.853143463291227810429973033024,2.643970154861919663602520813583,str\(\'ks-test\'\),3,str\(\'bounded\'\)
740,,,,,,,,,,,,,,,740_0,RUNNING,SOBOL,,,660,1614,3035,0.266675512911751844136176714528,0.993522959390655158173899508256,0.177844903755933064770644591590,str\(\'t-test\'\),30,str\(\'bounded\'\)
741,,,,,,,,,,,,,,,741_0,RUNNING,SOBOL,,,4935,3385,2321,0.888394727546721663102857746708,0.269687322784215199877877466861,6.487971589800902272315852314932,str\(\'ks-test\'\),13,str\(\'bounded\'\)
742,,,,,,,,,,,,,,,742_0,RUNNING,SOBOL,,,3109,394,4183,0.014889705119654535886430934966,0.112768654210492966227796785006,7.509970610597171969402552349493,str\(\'t-test\'\),21,str\(\'bounded\'\)
743,,,,,,,,,,,,,,,743_0,RUNNING,SOBOL,,,1295,4605,1163,0.640693212062120487360061815707,0.651431838892400305596197540581,3.855273659296333921275845568744,str\(\'ks-test\'\),41,str\(\'bounded\'\)
744,,,,,,,,,,,,,,,744_0,RUNNING,SOBOL,,,1689,2221,4050,0.958323624061420575870329230384,0.135149904316291202821531669542,3.322451382903382377520529189496,str\(\'t-test\'\),27,str\(\'bounded\'\)
745,,,,,,,,,,,,,,,745_0,RUNNING,SOBOL,,,2717,2779,684,0.321007809702306967647444935210,0.593972287729382486531903850846,9.672268594997934343382439692505,str\(\'ks-test\'\),10,str\(\'bounded\'\)
746,,,,,,,,,,,,,,,746_0,RUNNING,SOBOL,,,4543,1078,2541,0.695512830270454296410775896220,0.750879983099177472638530161930,5.691503917342983775995435280493,str\(\'t-test\'\),24,str\(\'bounded\'\)
747,,,,,,,,,,,,,,,747_0,RUNNING,SOBOL,,,1055,3922,2183,0.085305919334292407141262515324,0.477236710261553509493381852735,1.998380081096664095952064599260,str\(\'ks-test\'\),44,str\(\'bounded\'\)
748,,,,,,,,,,,,,,,748_0,RUNNING,SOBOL,,,600,230,194,0.238720288820564757736875094452,0.368010452410206190254626790193,4.534078005329706506643105967669,str\(\'t-test\'\),14,str\(\'bounded\'\)
749,,,,,,,,,,,,,,,749_0,RUNNING,SOBOL,,,3825,4769,4459,0.607155540099367452278045220737,0.891171792089939129866138500802,8.383436644941568260946951340884,str\(\'ks-test\'\),47,str\(\'bounded\'\)
750,,,,,,,,,,,,,,,750_0,RUNNING,SOBOL,,,3131,1510,1342,0.481670828979462395391664131239,0.734260533170774554179160986678,6.903130372148007509736089559738,str\(\'t-test\'\),36,str\(\'bounded\'\)
751,,,,,,,,,,,,,,,751_0,FAILED,SOBOL,,,2445,3489,3302,0.861743074724450663914865344850,0.025927693333476782566737739444,0.709548298661597076630869196379,str\(\'ks-test\'\),6,str\(\'bounded\'\)
752,,,,,,,,,,,,,,,752_0,FAILED,SOBOL,,,2257,1403,846,0.051412815388292072704690127694,0.836152123432606475539330403990,8.647408036497420624755250173621,str\(\'ks-test\'\),37,str\(\'bounded\'\)
753,,,,,,,,,,,,,,,753_0,FAILED,SOBOL,,,3417,3597,3885,0.669225296163931449022754804901,0.423152099670842274381499237279,4.992656030911953202178210631246,str\(\'t-test\'\),4,str\(\'bounded\'\)
754,,,,,,,,,,,,,,,754_0,FAILED,SOBOL,,,4012,25,1994,0.294727886013686657395993506725,0.203869850441813466046525604725,1.012616371251642721773578159628,str\(\'ks-test\'\),15,str\(\'bounded\'\)
755,,,,,,,,,,,,,,,755_0,FAILED,SOBOL,,,314,4974,2728,0.924422902261838319581954692694,0.556439811861142552551484641299,7.322688003011980306666828255402,str\(\'t-test\'\),45,str\(\'bounded\'\)
756,,,,,,,,,,,,,,,756_0,COMPLETED,SOBOL,5.000000000000000000000000000000,0.000000000000000000000000000000,1159,1204,4648,0.771016154346987558909631843562,0.665560557421296827840251353336,9.857432329671457438280413043685,str\(\'ks-test\'\),24,str\(\'bounded\'\)
757,,,,,,,,,,,,,,,757_0,FAILED,SOBOL,,,4497,3795,8,0.383077554613351800583131989697,0.063440139340236761933411457903,3.703595538525842112420605189982,str\(\'t-test\'\),41,str\(\'bounded\'\)
758,,,,,,,,,,,,,,,758_0,FAILED,SOBOL,,,2612,2407,3139,0.508569883586838855649148172233,0.282725952118635159848736293497,2.222640534053556660154526980477,str\(\'ks-test\'\),27,str\(\'bounded\'\)
759,,,,,,,,,,,,,,,759_0,FAILED,SOBOL,,,1736,2593,1507,0.147985758025199171106223161587,0.945268822124227914294181118748,6.033627640997991647964227013290,str\(\'t-test\'\),7,str\(\'bounded\'\)
760,,,,,,,,,,,,,,,760_0,COMPLETED,SOBOL,16.000000000000000000000000000000,0.000000000000000000000000000000,1502,600,3629,0.453983938110992302217283622667,0.463071066148579124632789216776,6.790959502160549554616864043055,str\(\'ks-test\'\),21,str\(\'bounded\'\)
761,,,,,,,,,,,,,,,761_0,FAILED,SOBOL,,,2843,4400,1649,0.826324019715189983514846971957,0.800017237422987803618923408067,0.597475543008185949744870413269,str\(\'t-test\'\),38,str\(\'bounded\'\)
762,,,,,,,,,,,,,,,762_0,FAILED,SOBOL,,,4727,1722,4776,0.201831696318462483485944858330,0.580727169577032298342089688958,4.119164890621789254510076716542,str\(\'ks-test\'\),30,str\(\'bounded\'\)
763,,,,,,,,,,,,,,,763_0,FAILED,SOBOL,,,926,3278,492,0.578014336291700625558576120966,0.183351887727156270813111405005,7.968621644567699391359383298550,str\(\'t-test\'\),10,str\(\'bounded\'\)
764,,,,,,,,,,,,,,,764_0,FAILED,SOBOL,,,83,1968,2491,0.739155142586678248761700160685,0.043077903918921946202491568556,5.501008828925900928652481525205,str\(\'ks-test\'\),34,str\(\'bounded\'\)
765,,,,,,,,,,,,,,,765_0,FAILED,SOBOL,,,4246,3031,2868,0.105744162270799274550014956731,0.689935118926689017193609743117,1.807786878345534198331279185368,str\(\'t-test\'\),1,str\(\'bounded\'\)
766,,,,,,,,,,,,,,,766_0,FAILED,SOBOL,,,3650,670,981,0.979241566844284538895237801626,0.909229233641177470026661922020,2.829214049765840233163771699765,str\(\'ks-test\'\),18,str\(\'bounded\'\)
767,,,,,,,,,,,,,,,767_0,FAILED,SOBOL,,,2027,4330,4368,0.365145053854212142674384722341,0.322793518790975231258499889009,9.178933147526345592837060394231,str\(\'t-test\'\),48,str\(\'bounded\'\)
768,,,,,,,,,,,,,,,768_0,FAILED,SOBOL,,,2013,680,3452,0.643073799671605272898489147337,0.122206752823665734664082549443,0.624049562677741032068468030047,str\(\'ks-test\'\),28,str\(\'bounded\'\)
769,,,,,,,,,,,,,,,769_0,FAILED,SOBOL,,,3641,4320,1819,0.013512714881449939402502380403,0.645780222471803444506122104940,6.773080930531956589391029410763,str\(\'t-test\'\),8,str\(\'bounded\'\)
770,,,,,,,,,,,,,,,770_0,FAILED,SOBOL,,,4256,1959,4961,0.886027882931753940631836030661,0.987861107757315060062808242947,7.941337730069645495234453846933,str\(\'ks-test\'\),25,str\(\'bounded\'\)
771,,,,,,,,,,,,,,,771_0,FAILED,SOBOL,,,88,3041,320,0.268096698969602587059313236750,0.279116137951612497403175439104,4.135309811022133352764740266139,str\(\'t-test\'\),42,str\(\'bounded\'\)
772,,,,,,,,,,,,,,,772_0,FAILED,SOBOL,,,935,1732,2306,0.429247030369937443428085543928,0.388324328960850839731477890382,1.835070364478044169231907289941,str\(\'ks-test\'\),16,str\(\'bounded\'\)
773,,,,,,,,,,,,,,,773_0,FAILED,SOBOL,,,4741,3268,3041,0.789934630846604757259399320901,0.847587365608662324234501284081,5.484864336891100755622119322652,str\(\'t-test\'\),45,str\(\'bounded\'\)
774,,,,,,,,,,,,,,,774_0,FAILED,SOBOL,,,2837,590,1159,0.166439772244542844026327088613,0.505502433454617872143899148796,9.152358364248648570082877995446,str\(\'ks-test\'\),38,str\(\'bounded\'\)
775,,,,,,,,,,,,,,,775_0,FAILED,SOBOL,,,1492,4410,4197,0.554229212248697922227336221113,0.231418507382273680450524011576,2.847093385002575693931703426642,str\(\'t-test\'\),5,str\(\'bounded\'\)
776,,,,,,,,,,,,,,,776_0,FAILED,SOBOL,,,1728,2416,669,0.860346629031002563259278304031,0.748214903606101877642231556820,4.980096418363042509724891715450,str\(\'ks-test\'\),19,str\(\'bounded\'\)
777,,,,,,,,,,,,,,,777_0,FAILED,SOBOL,,,2599,2584,4055,0.484070031812414536265265496695,0.023784397773444654333729886275,8.668360335770994851145587745123,str\(\'t-test\'\),48,str\(\'bounded\'\)
778,,,,,,,,,,,,,,,778_0,FAILED,SOBOL,,,4503,1195,2178,0.608564892273396274013919082790,0.365873584995046241541416520704,7.334692677311600128575719281798,str\(\'ks-test\'\),34,str\(\'bounded\'\)
779,,,,,,,,,,,,,,,779_0,FAILED,SOBOL,,,1171,3805,2556,0.236364452729001639497141695756,0.905131638903170832044509097614,0.989780232065357368220759326505,str\(\'t-test\'\),2,str\(\'bounded\'\)
780,,,,,,,,,,,,,,,780_0,FAILED,SOBOL,,,327,35,4464,0.082951986776664848877160807206,0.764701686142012504454612553673,3.691590398611500845049704366829,str\(\'ks-test\'\),31,str\(\'bounded\'\)
781,,,,,,,,,,,,,,,781_0,FAILED,SOBOL,,,4020,4965,180,0.696924085978418594855554601963,0.474994088895618893353400835622,9.880268934472464792406753986143,str\(\'t-test\'\),11,str\(\'bounded\'\)
782,,,,,,,,,,,,,,,782_0,FAILED,SOBOL,,,3405,1393,3316,0.323408916069194696252253606872,0.132901338124647744320938613782,6.046186527187936476934737584088,str\(\'ks-test\'\),22,str\(\'bounded\'\)
783,,,,,,,,,,,,,,,783_0,FAILED,SOBOL,,,2251,3607,1337,0.956929081901907951923647033254,0.607788997713476386586251010158,2.201688961138948741336207604036,str\(\'t-test\'\),39,str\(\'bounded\'\)
784,,,,,,,,,,,,,,,784_0,FAILED,SOBOL,,,2453,1520,3870,0.145510411975905307180312320270,0.297173638988286248352466145661,9.655360643817111565567756770179,str\(\'t-test\'\),20,str\(\'bounded\'\)
785,,,,,,,,,,,,,,,785_0,FAILED,SOBOL,,,3144,3480,851,0.510103378146886776711710353993,0.942644114652648523744460362650,3.350193182918243195445029414259,str\(\'ks-test\'\),40,str\(\'bounded\'\)
786,,,,,,,,,,,,,,,786_0,FAILED,SOBOL,,,3818,221,2723,0.385600907268002612848789567579,0.662930373571813058575230570568,2.015801102451048709696124205948,str\(\'t-test\'\),29,str\(\'bounded\'\)
787,,,,,,,,,,,,,,,787_0,FAILED,SOBOL,,,588,4779,2008,0.769500206131488062588630327809,0.077881398065015677856237630294,5.665692593211308469847153901355,str\(\'ks-test\'\),12,str\(\'bounded\'\)
788,,,,,,,,,,,,,,,788_0,FAILED,SOBOL,,,1042,1087,12,0.922905050512403235529745870735,0.218173448715358986316203981914,8.366015195221640610157010087278,str\(\'t-test\'\),32,str\(\'bounded\'\)
789,,,,,,,,,,,,,,,789_0,FAILED,SOBOL,,,4535,3912,4633,0.297249335134401937441595009659,0.553704357380047418324409136403,4.559889757826924849837268993724,str\(\'ks-test\'\),3,str\(\'bounded\'\)
790,,,,,,,,,,,,,,,790_0,FAILED,SOBOL,,,2728,2211,1521,0.670756887190043893376412142970,0.833421662010252473073990131525,0.726455486234277580948059949151,str\(\'t-test\'\),17,str\(\'bounded\'\)
791,,,,,,,,,,,,,,,791_0,FAILED,SOBOL,,,1696,2789,3134,0.048935565805062655742041499707,0.437461642770096637011789653116,6.875389335741290075532106129685,str\(\'ks-test\'\),49,str\(\'bounded\'\)
792,,,,,,,,,,,,,,,792_0,FAILED,SOBOL,,,1309,404,1654,0.366689556937664751234962068338,0.918170327723026313826437672105,5.299046506657266064621580881067,str\(\'t-test\'\),35,str\(\'bounded\'\)
793,,,,,,,,,,,,,,,793_0,FAILED,SOBOL,,,3118,4596,3614,0.976754386911168670515337453253,0.317619388243183475850628383341,1.454494482310488834286843484733,str\(\'ks-test\'\),6,str\(\'bounded\'\)
794,,,,,,,,,,,,,,,794_0,FAILED,SOBOL,,,4925,1605,507,0.104246829278767105808611859175,0.037913056816905738033440798063,2.622255122801289139999880717369,str\(\'t-test\'\),14,str\(\'bounded\'\)
795,,,,,,,,,,,,,,,795_0,FAILED,SOBOL,,,655,3395,4771,0.741659039786085494405654117145,0.698886448221281209036703785387,8.810879200364462704442303220276,str\(\'ks-test\'\),47,str\(\'bounded\'\)
796,,,,,,,,,,,,,,,796_0,FAILED,SOBOL,,,199,2164,2854,0.580516329957172283471322771220,0.589816159322857802571604679542,6.509686156246812238634902314516,str\(\'t-test\'\),22,str\(\'bounded\'\)
797,,,,,,,,,,,,,,,797_0,FAILED,SOBOL,,,4205,2836,2495,0.200332459792494782524485685826,0.178292311256751406789433644917,0.164828169298358279126759384781,str\(\'ks-test\'\),43,str\(\'bounded\'\)
798,,,,,,,,,,,,,,,798_0,FAILED,SOBOL,,,3531,787,4362,0.823834936248138527403739317378,0.458002689551562092162839689991,3.832894642018713327047407801729,str\(\'t-test\'\),26,str\(\'bounded\'\)
799,,,,,,,,,,,,,,,799_0,FAILED,SOBOL,,,2064,4213,997,0.455526537660509323046653662459,0.809096475275233428803289825737,7.521213017724455163204311247682,str\(\'ks-test\'\),9,str\(\'bounded\'\)
800,,,,,,,,,,,,,,,800_0,FAILED,SOBOL,,,2187,1911,2063,0.040553264891728758867461834825,0.250429305277764802095674667726,8.948892357862554547409672522917,str\(\'t-test\'\),6,str\(\'bounded\'\)
801,,,,,,,,,,,,,,,801_0,FAILED,SOBOL,,,3489,3091,2583,0.677922413520514965945551466575,0.521577937407419089943516610219,2.794389942536130710948327759979,str\(\'ks-test\'\),36,str\(\'bounded\'\)
802,,,,,,,,,,,,,,,802_0,FAILED,SOBOL,,,4084,769,720,0.303425023818388595042705446758,0.865608043301850593742585715518,1.316541742978617479664649181359,str\(\'t-test\'\),47,str\(\'bounded\'\)
